train_samples,test_samples,method,C,ci_train_same_size,ci_train_max_size,ci_test,ibs_train_same_size,ibs_train_max_size,ibs_test,train_time,test_time,error,error_text,model_id
15,25,LogReg_Classic,0.01,0.9387425115925242,0.9382911104935537,0.9449287843580755,0.544002375416405,0.5263142564090122,0.5346408495955208,7.206207990646362,21.827094316482544,0,,26
15,1,LogReg_Classic,0.1,0.9416364875670059,0.9413982101749512,0.9518629895092683,0.34864008235344035,0.33490958215876154,0.5335884389958848,7.3435797691345215,1.0728545188903809,0,,27
15,10,LogReg_Classic,0.1,0.9416364875670059,0.9413982101749512,0.9460396043553998,0.34864008235344035,0.33490958215876154,0.36151485060875344,7.3435797691345215,8.866602182388306,0,,27
15,25,LogReg_Classic,0.1,0.9416364875670059,0.9413982101749512,0.9459988450748833,0.34864008235344035,0.33490958215876154,0.34041670257016665,7.3435797691345215,21.818103790283203,0,,27
15,1,LogReg_Classic,1.0,0.9442483010091893,0.9440934015053997,0.9531163576857407,0.2004814323674993,0.19400607454452,0.333624435371976,6.894350528717041,1.0929133892059326,0,,28
15,10,LogReg_Classic,1.0,0.9442483010091893,0.9440934015053997,0.9471769307515562,0.2004814323674993,0.19400607454452,0.20592654493260695,6.894350528717041,8.900686979293823,0,,28
15,25,LogReg_Classic,1.0,0.9442483010091893,0.9440934015053997,0.9470254258563575,0.2004814323674993,0.19400607454452,0.191118925981358,6.894350528717041,21.83412003517151,0,,28
15,1,LogReg_Classic,10.0,0.9448303565955926,0.945137130983929,0.952175902121622,0.06664917948281943,0.064854994097112,0.09111335148984144,6.400035858154297,1.210218906402588,0,,29
15,10,LogReg_Classic,10.0,0.9448303565955926,0.945137130983929,0.946546184831963,0.06664917948281943,0.064854994097112,0.06368249988940353,6.400035858154297,9.307807207107544,0,,29
15,25,LogReg_Classic,10.0,0.9448303565955926,0.945137130983929,0.946381282578835,0.06664917948281943,0.064854994097112,0.061102250051950184,6.400035858154297,23.179807424545288,0,,29
15,1,LogReg_Classic,100.0,0.9439516936340807,0.9440308104048991,0.9504561710489701,0.05504259665729698,0.05331040357917504,0.06962313115223344,6.746990203857422,1.220249891281128,0,,30
15,10,LogReg_Classic,100.0,0.9439516936340807,0.9440308104048991,0.9457760126765324,0.05504259665729698,0.05331040357917504,0.051095825456937895,6.746990203857422,9.347886562347412,0,,30
15,25,LogReg_Classic,100.0,0.9439516936340807,0.9440308104048991,0.9461261151291848,0.05504259665729698,0.05331040357917504,0.04953181449019758,6.746990203857422,23.158642768859863,0,,30
20,1,LogReg_Classic,0.001,0.8570885349915667,0.861260809288732,0.8230328876022477,0.5954885342441254,0.5851431349546827,0.8120351335663161,9.768002986907959,1.1681091785430908,0,,31
20,10,LogReg_Classic,0.001,0.8570885349915667,0.861260809288732,0.8446050943724508,0.5954885342441254,0.5851431349546827,0.6153285426458621,9.768002986907959,9.43611741065979,0,,31
20,25,LogReg_Classic,0.001,0.8570885349915667,0.861260809288732,0.8500318895656991,0.5954885342441254,0.5851431349546827,0.5917292052774753,9.768002986907959,23.116538047790527,0,,31
20,1,LogReg_Classic,0.01,0.9131388103530791,0.9150418637569148,0.9023901599432921,0.5948534202985286,0.5845070210396386,0.811456897167278,10.183104515075684,1.1300110816955566,0,,32
20,10,LogReg_Classic,0.01,0.9131388103530791,0.9150418637569148,0.9086256706048075,0.5948534202985286,0.5845070210396386,0.6148468124889893,10.183104515075684,9.4070405960083,0,,32
20,25,LogReg_Classic,0.01,0.9131388103530791,0.9150418637569148,0.9101878934652033,0.5948534202985286,0.5845070210396386,0.5912563746219297,10.183104515075684,23.069410800933838,0,,32
20,1,LogReg_Classic,0.1,0.940597623221006,0.9417145632771768,0.9411415097904716,0.5861520598320965,0.575782956348511,0.8030175964538271,10.17809271812439,1.1520640850067139,0,,33
20,10,LogReg_Classic,0.1,0.940597623221006,0.9417145632771768,0.9386705259184472,0.5861520598320965,0.575782956348511,0.6065556903823373,10.17809271812439,9.38197374343872,0,,33
20,25,LogReg_Classic,0.1,0.940597623221006,0.9417145632771768,0.9392595981189324,0.5861520598320965,0.575782956348511,0.5829726501962446,10.17809271812439,23.176690340042114,0,,33
20,1,LogReg_Classic,1.0,0.9418661082833105,0.9429342486274117,0.942795967234929,0.5248966209130547,0.5143672945710865,0.7413727959309566,9.637654542922974,1.143040418624878,0,,34
20,10,LogReg_Classic,1.0,0.9418661082833105,0.9429342486274117,0.94007792780321,0.5248966209130547,0.5143672945710865,0.5457085829531446,9.637654542922974,9.50429892539978,0,,34
20,25,LogReg_Classic,1.0,0.9418661082833105,0.9429342486274117,0.9406427924898132,0.5248966209130547,0.5143672945710865,0.5220636870680404,9.637654542922974,23.15764045715332,0,,34
20,1,LogReg_Classic,10.0,0.9429715067651704,0.9435595186521404,0.9470092654197495,0.3791237544071745,0.368665538670645,0.5878287842116463,8.898683786392212,1.1661028861999512,0,,35
20,10,LogReg_Classic,10.0,0.9429715067651704,0.9435595186521404,0.943701839021866,0.3791237544071745,0.368665538670645,0.3991290159871302,8.898683786392212,9.676756858825684,0,,35
20,25,LogReg_Classic,10.0,0.9429715067651704,0.9435595186521404,0.944091496965812,0.3791237544071745,0.368665538670645,0.3753891975415866,8.898683786392212,23.558706998825073,0,,35
20,1,LogReg_Classic,100.0,0.9428906334204326,0.9431040442973211,0.9492165446889597,0.31274466135314816,0.3021782745941725,0.5135764757527846,9.248618602752686,1.1891021728515625,0,,36
20,10,LogReg_Classic,100.0,0.9428906334204326,0.9431040442973211,0.9444148083416006,0.31274466135314816,0.3021782745941725,0.3327440346090382,9.248618602752686,9.62111496925354,0,,36
20,25,LogReg_Classic,100.0,0.9428906334204326,0.9431040442973211,0.9450120782383565,0.31274466135314816,0.3021782745941725,0.30954932879132196,9.248618602752686,24.78680968284607,0,,36
30,1,LogReg_Classic,0.001,0.8571412074918825,0.8582227480486546,0.8390964984706504,0.5878684290113034,0.5843277406335393,0.8112193487409156,15.19178295135498,1.1440284252166748,0,,37
