train_samples,test_samples,method,l1_ratio,penalizer,ci_train_same_size,ci_train_max_size,ci_test,ibs_train_same_size,ibs_train_max_size,ibs_test,train_time,test_time,error,error_text,model_id
30,,Cox,5.623413251903491,100.0,,,,,,,,,1,FIT_ERROR$Matrix is singular.,170
30,,Cox,100.0,0.001,,,,,,,,,1,FIT_ERROR$Matrix is singular.,171
30,,Cox,100.0,0.01778279410038923,,,,,,,,,1,FIT_ERROR$Matrix is singular.,172
30,,Cox,100.0,0.31622776601683794,,,,,,,,,1,FIT_ERROR$Matrix is singular.,173
30,,Cox,100.0,5.623413251903491,,,,,,,,,1,FIT_ERROR$Matrix is singular.,174
30,,Cox,100.0,100.0,,,,,,,,,1,FIT_ERROR$Matrix is singular.,175
40,,Cox,0.001,0.001,,,,,,,,,1,"FIT_ERROR$hessian or gradient contains nan or inf value(s). Convergence halted. Please see the following tips in the lifelines documentation:
https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model
array must not contain infs or NaNs",176
40,1,Cox,0.001,0.01778279410038923,0.8128399820414979,0.8127580006376574,0.7955936292938882,0.24733209506582018,0.247362521025408,0.12096621920124252,235.29347109794617,0.36697888374328613,0,,177
40,10,Cox,0.001,0.01778279410038923,0.8128399820414979,0.8127580006376574,0.8160906419605427,0.24733209506582018,0.247362521025408,0.23141037445838378,235.29347109794617,2.8145322799682617,0,,177
40,25,Cox,0.001,0.01778279410038923,0.8128399820414979,0.8127580006376574,0.8174554119653039,0.24733209506582018,0.247362521025408,0.24388114349159984,235.29347109794617,7.218244552612305,0,,177
40,1,Cox,0.001,0.31622776601683794,0.8117261269953865,0.811940306220514,0.7921965377493424,0.29629596424449495,0.2967578585432817,0.13498648018303774,221.46464610099792,0.3710176944732666,0,,178
40,10,Cox,0.001,0.31622776601683794,0.8117261269953865,0.811940306220514,0.8156038080741199,0.29629596424449495,0.2967578585432817,0.275849453408199,221.46464610099792,2.826551914215088,0,,178
40,25,Cox,0.001,0.31622776601683794,0.8117261269953865,0.811940306220514,0.8173246010637787,0.29629596424449495,0.2967578585432817,0.29232321374354436,221.46464610099792,7.073801517486572,0,,178
40,1,Cox,0.001,5.623413251903491,0.8089760341407413,0.809294374387664,0.7852964281583561,0.3013442330441365,0.3018503216584137,0.13692344535926265,221.5205020904541,0.3569526672363281,0,,179
40,10,Cox,0.001,5.623413251903491,0.8089760341407413,0.809294374387664,0.8121026578514619,0.3013442330441365,0.3018503216584137,0.2807310871119735,221.5205020904541,2.790398120880127,0,,179
40,25,Cox,0.001,5.623413251903491,0.8089760341407413,0.809294374387664,0.8140142659196093,0.3013442330441365,0.3018503216584137,0.29760276874293656,221.5205020904541,7.052772045135498,0,,179
40,1,Cox,0.001,100.0,0.8099354906663465,0.8101316168624413,0.788410094738373,0.3013442342152927,0.30185032284089064,0.13692344573241266,188.87264966964722,0.36600613594055176,0,,180
40,10,Cox,0.001,100.0,0.8099354906663465,0.8101316168624413,0.8135610641925253,0.3013442342152927,0.30185032284089064,0.2807310881866,188.87264966964722,2.80344820022583,0,,180
40,25,Cox,0.001,100.0,0.8099354906663465,0.8101316168624413,0.8153702879719148,0.3013442342152927,0.30185032284089064,0.29760276991602874,188.87264966964722,7.0809104442596436,0,,180
40,,Cox,0.01778279410038923,0.001,,,,,,,,,1,"FIT_ERROR$hessian or gradient contains nan or inf value(s). Convergence halted. Please see the following tips in the lifelines documentation:
https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model
array must not contain infs or NaNs",181
40,1,Cox,0.01778279410038923,0.01778279410038923,0.8168609392438675,0.8171581133653861,0.794919135135878,0.27373990844723284,0.273823047937213,0.12772834263310345,236.0388355255127,0.37101030349731445,0,,182
40,10,Cox,0.01778279410038923,0.01778279410038923,0.8168609392438675,0.8171581133653861,0.8212508528123488,0.27373990844723284,0.273823047937213,0.2553279785197659,236.0388355255127,2.8184595108032227,0,,182
40,25,Cox,0.01778279410038923,0.01778279410038923,0.8168609392438675,0.8171581133653861,0.8230898956263228,0.27373990844723284,0.273823047937213,0.2698764186393583,236.0388355255127,7.060690641403198,0,,182
40,1,Cox,0.01778279410038923,0.31622776601683794,0.8090124327273012,0.8093296347908348,0.7853542583026337,0.3013442329383319,0.30185032155168623,0.13692344531553485,221.03967928886414,0.3639662265777588,0,,183
40,10,Cox,0.01778279410038923,0.31622776601683794,0.8090124327273012,0.8093296347908348,0.8121129592920476,0.3013442329383319,0.30185032155168623,0.2807310870072122,221.03967928886414,2.828533411026001,0,,183
40,25,Cox,0.01778279410038923,0.31622776601683794,0.8090124327273012,0.8093296347908348,0.8140323938005464,0.3013442329383319,0.30185032155168623,0.29760276863020313,221.03967928886414,7.109865188598633,0,,183
40,1,Cox,0.01778279410038923,5.623413251903491,0.8099354918030719,0.8101316181618354,0.78840980845053,0.3013442342147286,0.3018503228403217,0.1369234457321928,189.29862570762634,0.37599778175354004,0,,184
40,10,Cox,0.01778279410038923,5.623413251903491,0.8099354918030719,0.8101316181618354,0.8135610641925253,0.3013442342147286,0.3018503228403217,0.28073108818606013,189.29862570762634,2.8335180282592773,0,,184
40,25,Cox,0.01778279410038923,5.623413251903491,0.8099354918030719,0.8101316181618354,0.8153702917641318,0.3013442342147286,0.3018503228403217,0.29760276991544615,189.29862570762634,7.151977300643921,0,,184
40,1,Cox,0.01778279410038923,100.0,0.8099355045427145,0.8101316311557764,0.7884095221626871,0.30134423434499974,0.3018503229717152,0.1369234457829552,155.60223507881165,0.3679802417755127,0,,185
40,10,Cox,0.01778279410038923,100.0,0.8099355045427145,0.8101316311557764,0.8135610674360519,0.30134423434499974,0.3018503229717152,0.28073108831071514,155.60223507881165,2.8165104389190674,0,,185
40,25,Cox,0.01778279410038923,100.0,0.8099355045427145,0.8101316311557764,0.8153703253523399,0.30134423434499974,0.3018503229717152,0.297602770049984,155.60223507881165,7.1440770626068115,0,,185
40,,Cox,0.31622776601683794,0.001,,,,,,,,,1,"FIT_ERROR$hessian or gradient contains nan or inf value(s). Convergence halted. Please see the following tips in the lifelines documentation:
https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model
array must not contain infs or NaNs",186
40,,Cox,0.31622776601683794,0.01778279410038923,,,,,,,,,1,"FIT_ERROR$hessian or gradient contains nan or inf value(s). Convergence halted. Please see the following tips in the lifelines documentation:
https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model
array must not contain infs or NaNs",187
40,1,Cox,0.31622776601683794,0.31622776601683794,0.8099354918030719,0.8101316179723405,0.78840980845053,0.30134423421469686,0.3018503228402897,0.1369234457321804,189.23196291923523,0.374997615814209,0,,188
